epoch,ACC_ELBOW,ACC_FINGER,ACC_FOREARM,ACC_HAND,ACC_HUMERUS,ACC_SHOULDER,ACC_WRIST,ACC_LEG,KAPPA_ELBOW,KAPPA_FINGER,KAPPA_FOREARM,KAPPA_HAND,KAPPA_HUMERUS,KAPPA_SHOULDER,KAPPA_WRIST,KAPPA_LEG,epoch_acc,epoch_auc,kappa,epoch_loss
13,0.8247663551401869,0.8489469862018881,0.8773291925465838,0.8281452658884566,0.8986083499005965,0.7965779467680608,0.8790228770841412,0.9938461538461538,0.6201607958289059,0.6484038897832001,0.714601077775183,0.607085346215781,0.7762564862071537,0.5853542519401271,0.723798762858449,0.9653057031318796,0.8494461228600202,0.8258685499272181,0.6702915878573431,0.1838304134293591
14,0.8294392523364486,0.8344226579520697,0.8913043478260869,0.8210116731517509,0.8727634194831014,0.8041825095057035,0.8673904614191547,1.0,0.6406264271578627,0.5895952477483399,0.7449711979792379,0.5870778910251608,0.7225519287833828,0.6101797048419211,0.6873203095194198,0.9737659801136364,0.8451158106747231,0.8161910345727279,0.6573669914209461,0.1937595635710077
15,0.8259345794392523,0.8366013071895425,0.8881987577639752,0.8203631647211413,0.882703777335984,0.7961026615969582,0.8720434276851493,0.9907692307692308,0.6271298370278828,0.5943953823474298,0.7608180877374542,0.5842576767340759,0.7357392564802183,0.5855235637487489,0.7093765726941238,0.9742927982136902,0.8445115810674723,0.8171667653808058,0.6584080682731211,0.1844501095016157
16,0.8329439252336449,0.8438634713144517,0.8913043478260869,0.833981841763943,0.8886679920477137,0.7889733840304183,0.879410624272974,0.9969230769230768,0.639315521093944,0.6141701514165185,0.7695078662518078,0.6114757463618156,0.7393599896980233,0.5726552688727791,0.7225470424971612,0.9783600506762942,0.8493454179254784,0.821700810894073,0.6651592605364544,0.1837919490239134
17,0.8259345794392523,0.8489469862018881,0.8804347826086957,0.8333333333333334,0.9065606361829026,0.8060836501901141,0.8782473827064754,0.9969230769230768,0.6328522104227063,0.6292894719414762,0.7446430695883216,0.6229294517137791,0.7739100831932595,0.6094871326983885,0.7179523822875786,0.9738730640574116,0.8528700906344411,0.828096400635539,0.6770845055076855,0.1807214003297972
18,0.8411214953271028,0.8482207697893972,0.889751552795031,0.8268482490272373,0.9085487077534792,0.80893536121673,0.8809616130283056,0.9938461538461538,0.6600746795226308,0.6406284503839894,0.7541753538900472,0.6018212251566721,0.8010710415028582,0.6051189876405361,0.7243500209060239,0.9695806586813138,0.8549848942598187,0.8297907619784156,0.6805232248428281,0.1825906425678268
19,0.8376168224299065,0.8562091503267973,0.8866459627329193,0.8385214007782101,0.8926441351888668,0.7918250950570342,0.8879410624272974,0.9969230769230768,0.6576211566804362,0.6461327661094179,0.7570136816029271,0.6365834004834812,0.7650380554873557,0.5617551732734978,0.7451777311945011,0.9826528515659396,0.854884189325277,0.8286633974349336,0.677995053748534,0.1816760962872126
20,0.8271028037383178,0.8612926652142339,0.8928571428571429,0.8346303501945526,0.9165009940357852,0.814638783269962,0.8906552927491276,0.9969230769230768,0.6285127112193637,0.6554022867626008,0.765389601289328,0.6398078242964997,0.8005794507999404,0.6230858230574885,0.7422303018892389,0.9739792773489095,0.8612286002014099,0.8403460130680567,0.6937471556979489,0.1776701871377196
21,0.8387850467289719,0.8627450980392157,0.8928571428571429,0.8203631647211413,0.9125248508946322,0.8227186311787072,0.8918185343156262,0.9938461538461538,0.6677181853899634,0.6730522845786764,0.7721522861727759,0.613077182339063,0.8014381469540133,0.6293943359872033,0.7485214577270409,0.9741891341058638,0.8619335347432024,0.8443228242861819,0.6977346582833297,0.1720098152314696
22,0.8364485981308412,0.8634713144517067,0.903726708074534,0.8437094682230869,0.9065606361829026,0.8151140684410646,0.889104303993796,0.9846153846153848,0.6526127140403581,0.6549019358599418,0.7762682942836516,0.6537509577910445,0.7928148297829347,0.6202919686844721,0.7465179269267741,0.957326054934581,0.8632426988922457,0.8385476338169684,0.697702793094643,0.1718400241161194
23,0.8317757009345794,0.8627450980392157,0.8788819875776398,0.8326848249027238,0.9065606361829026,0.8293726235741445,0.8821248545948042,0.9876923076923076,0.62904862070349,0.6664155469669234,0.7415828712424717,0.6201634877384197,0.7845433255269321,0.652778156153571,0.7320811859815803,0.9658608439476648,0.8607250755287009,0.8375287511654973,0.6960612966126287,0.1732170972938323
24,0.8399532710280374,0.8714596949891068,0.90527950310559,0.8430609597924773,0.9224652087475148,0.811787072243346,0.8879410624272974,0.9969230769230768,0.6688917643476937,0.6895173100645218,0.7912504155221582,0.6480857894935976,0.8175377566604446,0.6049409588072046,0.7464441241330475,0.9783600506762942,0.8648539778449144,0.8412018146605889,0.7007171218734662,0.1681316812998549
25,0.8411214953271028,0.8641975308641975,0.903726708074534,0.8352788586251622,0.9343936381709742,0.8374524714828897,0.8941450174486235,0.9969230769230768,0.6665091904516075,0.6793545585282852,0.7977053008076047,0.6302788673133934,0.8282708297980654,0.6558608068593403,0.7492069472143346,0.9783600506762942,0.8702920443101712,0.8484094479311719,0.7117682344753206,0.1660417787951069
26,0.8376168224299065,0.8612926652142339,0.9021739130434784,0.8372243839169909,0.9165009940357852,0.8307984790874525,0.8863900736719659,1.0,0.6480902011102667,0.6616614389941808,0.7965499834635938,0.6370929941027066,0.7951897062269657,0.6524770869007239,0.7368748208235893,0.9913264257829698,0.8655589123867069,0.8449036854162123,0.7041615307395186,0.1714171006792951
27,0.8247663551401869,0.8641975308641975,0.8913043478260869,0.8443579766536965,0.9244532803180916,0.8388783269961977,0.8914307871267934,0.9907692307692308,0.633813721374936,0.6644417089566215,0.7795958154188933,0.6320394884451425,0.8297371188222924,0.658651395676551,0.7512961964783635,0.9653057031318796,0.8683786505538771,0.846315272674223,0.7093269025959335,0.1689321393585378
28,0.8376168224299065,0.8736383442265795,0.9006211180124224,0.8404669260700389,0.9184890656063618,0.8298479087452472,0.8910430399379604,1.0,0.6608922266329026,0.6834545452097183,0.7788934193638515,0.6239583915888374,0.8008255494797762,0.6463298621701306,0.7474137450732652,0.9956720101352587,0.8687814702920443,0.8439652017110519,0.7068110795811888,0.1676125135380457
29,0.8411214953271028,0.8772694262890341,0.9006211180124224,0.8463035019455253,0.9204771371769384,0.8346007604562737,0.8941450174486235,0.9969230769230768,0.6507089483677344,0.6942992711972389,0.8018376320798057,0.6640515284303892,0.8198331296168359,0.6511556108851617,0.7543461652330178,0.9826528515659396,0.8723061430010071,0.8509869694974491,0.716611427842849,0.1648725551046052
30,0.844626168224299,0.8533042846768337,0.9099378881987578,0.8372243839169909,0.9125248508946322,0.8255703422053232,0.8949205118262893,0.9938461538461538,0.6827331003420113,0.672301685996396,0.8052745036681618,0.6431698429758566,0.7951897062269657,0.6372102095155152,0.757223664730156,0.9870160304057763,0.8662638469284994,0.8470137719804948,0.7079928350842499,0.1645602743941727
31,0.8142523364485982,0.8562091503267973,0.9177018633540373,0.8236057068741893,0.9165009940357852,0.8346007604562737,0.8964715005816207,1.0,0.6146493864587309,0.6414411659103398,0.8049031134334858,0.6245698000965516,0.7882172185430464,0.6601287081179047,0.76315642438282,0.9913264257829698,0.8651560926485398,0.8463908454793189,0.70414575096072,0.1688207760018124
32,0.8457943925233645,0.8859840232389252,0.9114906832298136,0.8501945525291829,0.9343936381709742,0.8360266159695817,0.8844513377278015,0.9969230769230768,0.6679262278813417,0.6965818173366878,0.7921193798654292,0.6541226357569214,0.8499216134909537,0.6455519253145275,0.7397394982930088,0.9738730640574116,0.8737160120845922,0.8471874658263144,0.7140221998491599,0.1706152637853911
33,0.8411214953271028,0.8671023965141612,0.8975155279503105,0.8488975356679637,0.9085487077534792,0.8346007604562737,0.8999612252811167,0.9969230769230768,0.660647066059786,0.6803193194041703,0.7872619255635156,0.6624297468389545,0.7865115732581365,0.6674081323152719,0.75527374338737,0.9826528515659396,0.8720040281973817,0.8508710161404901,0.7191589766826711,0.1669461056034383
34,0.8387850467289719,0.879448075526507,0.8866459627329193,0.8482490272373541,0.8986083499005965,0.8379277566539924,0.8910430399379604,0.9938461538461538,0.6563826341895784,0.6841279958005381,0.7647880150338966,0.6519428687977862,0.7616733391851678,0.6637112199800548,0.7311033800910021,0.9870684939499806,0.8704934541792548,0.8439515814430225,0.7071724652143229,0.1711906782376143
35,0.8329439252336449,0.8765432098765432,0.9145962732919256,0.8255512321660181,0.8926441351888668,0.8379277566539924,0.9003489724699496,0.9969230769230768,0.6343349062667081,0.68824026343465,0.8115644631871834,0.6157339249797831,0.758890233325124,0.6477558119995821,0.7600573549647891,0.9784474899166344,0.8700906344410876,0.8476500746870941,0.7055378438752516,0.170912415979017
36,0.8341121495327103,0.8845315904139434,0.9192546583850932,0.8488975356679637,0.9304174950298212,0.8331749049429658,0.8972469949592865,1.0,0.6447580281096699,0.7147625162729654,0.8189994796699621,0.6559706527238995,0.8284818439896615,0.6495390320126242,0.7640060454731707,0.9956720101352587,0.8754279959718027,0.8544799541540203,0.7218748009425948,0.1587023921990796
37,0.8376168224299065,0.8961510530137982,0.9161490683229814,0.8612191958495461,0.9145129224652088,0.8479087452471483,0.8972469949592865,1.0,0.645352207897177,0.7380472088221111,0.8074303840847781,0.6825881442146755,0.7828556291390728,0.6742820204837402,0.7690452957285404,0.9826528515659396,0.8813695871097684,0.858306462171595,0.7336396195005539,0.158650618018318
38,0.8329439252336449,0.8954248366013072,0.9177018633540373,0.8527885862516212,0.9085487077534792,0.8341254752851711,0.8933695230709577,0.9969230769230768,0.6482924595365699,0.7186100796085121,0.8058511453893097,0.6533383503580164,0.7865115732581365,0.6404622116734214,0.751914454858255,0.9913615435211576,0.8753272910372608,0.8485478235559621,0.7148200471834596,0.1699655896718216
38,0.8387850467289719,0.8917937545388526,0.9114906832298136,0.8605706874189365,0.9343936381709742,0.8631178707224335,0.9081039162466072,0.9969230769230768,0.6578677905694001,0.7114985235932763,0.8180894220662456,0.6823091144899142,0.8286923402454507,0.6952678646111772,0.7837055576489329,0.9870684939499806,0.8874118831822759,0.8651380264578036,0.7445793477738928,0.155574872016788
39,0.8411214953271028,0.9041394335511984,0.922360248447205,0.8592736705577172,0.926441351888668,0.8659695817490495,0.9038386971694456,1.0,0.6560279495169479,0.7329920757874305,0.8408018096944179,0.6756375576404996,0.8299445471349353,0.7078546543826576,0.7728223218630643,0.9956720101352587,0.8890231621349446,0.8672205103286114,0.7479770720479724,0.1636007219327753
40,0.8492990654205608,0.8961510530137982,0.9301242236024844,0.8690012970168612,0.9165009940357852,0.8464828897338403,0.9162466072120976,1.0,0.6726917495972486,0.734482733925013,0.8554303126609798,0.7114359118288391,0.8093120030572923,0.670439813049494,0.797137620368481,0.9913264257829698,0.8892245720040282,0.867171453744743,0.7503816439424444,0.1531495044562568
40,0.8376168224299065,0.9026870007262164,0.9270186335403726,0.8631647211413749,0.8747514910536779,0.8417300380228137,0.90577743311361,0.9969230769230768,0.6443258845120199,0.7452744605357603,0.8107234718965208,0.6855250648576354,0.7148362441899159,0.6694763131194881,0.7801379892134062,0.9870684939499806,0.882074521651561,0.8587494279290603,0.7333087047103255,0.1595319752909856
41,0.8481308411214953,0.8946986201888163,0.9285714285714286,0.8566796368352788,0.9463220675944334,0.8578897338403042,0.9038386971694456,0.9938461538461538,0.6708209310240436,0.7277731423538683,0.84967502119427,0.6595378336702502,0.8449427279259478,0.682260335629786,0.7810502164471138,0.982792756070576,0.8874118831822759,0.8659843017357024,0.7433836709492527,0.1536708052901821
42,0.8341121495327103,0.9048656499636892,0.9177018633540373,0.8690012970168612,0.9165009940357852,0.8493346007604563,0.9069406746801084,0.9938461538461538,0.6545921983506742,0.748390310984476,0.8166945317355415,0.6972351021810064,0.8065667077262881,0.6737887238028843,0.7787745911247757,0.9784474899166344,0.8863041289023162,0.8633561568610841,0.7414288277316724,0.1572995833524738
43,0.8469626168224299,0.8954248366013072,0.9254658385093169,0.8540856031128404,0.9145129224652088,0.8574144486692015,0.8976347421481194,1.0,0.6499744041863376,0.7185089813062675,0.807553830482279,0.6531268215505038,0.7951897062269657,0.6841895507253086,0.7467501283911018,0.9913615435211576,0.8836858006042296,0.8526279362404549,0.7248730198481045,0.1599819636195629
44,0.8422897196261683,0.8612926652142339,0.9285714285714286,0.8618677042801557,0.9383697813121272,0.8659695817490495,0.9046141915471112,1.0,0.6518599724223739,0.639499518998082,0.8363482427696726,0.669890248290752,0.8504728132387707,0.7135205781121197,0.771119478177865,0.9694562368489056,0.8847935548841893,0.8585253548375059,0.736153793330077,0.1790884132571947
45,0.8364485981308412,0.9092229484386348,0.9316770186335404,0.8612191958495461,0.9463220675944334,0.8788022813688213,0.9115936409461032,1.0,0.6596628686721444,0.7612132007549173,0.8493882226878128,0.6833860251763555,0.8530079754925263,0.72271631074106,0.7859730092108876,0.9913264257829698,0.8959718026183283,0.8751413496457432,0.7603122424278013,0.1535836413462282
46,0.8516355140186916,0.8954248366013072,0.9177018633540373,0.8612191958495461,0.9463220675944334,0.8688212927756654,0.9077161690577744,0.9969230769230768,0.6688647508104,0.7213098202867335,0.8237084850731622,0.68826952853863,0.8669009490541024,0.7065427691636919,0.7751849654623599,0.9826528515659396,0.8912386706948641,0.8675965793129858,0.7478796267007659,0.158010729091852
47,0.8492990654205608,0.9114015976761076,0.936335403726708,0.8644617380025941,0.9224652087475148,0.8678707224334601,0.922062815044591,0.9876923076923076,0.6675123932930858,0.7505268272587554,0.8535376649188645,0.695942593627433,0.8119398547338912,0.7101218027571773,0.8011555701955477,0.9742927982136902,0.8969788519637463,0.8750398589664546,0.75977329046287,0.1552715916407264
48,0.8317757009345794,0.9034132171387074,0.9332298136645962,0.8573281452658884,0.9542743538767396,0.870722433460076,0.9081039162466072,0.9969230769230768,0.6559909215323307,0.7538476440531419,0.8266603003732963,0.6602179937579813,0.86403152892083,0.7171776150406903,0.7822831409113779,0.9870160304057763,0.8919436052366566,0.872477162235264,0.752962474995763,0.1537791944291922
48,0.8422897196261683,0.8997821350762527,0.9332298136645962,0.8722438391699092,0.94831013916501,0.8588403041825095,0.9115936409461032,0.9876923076923076,0.6646630771123329,0.7381936679282068,0.8297009275529562,0.7241438799275425,0.8603841664013584,0.7011401568396698,0.7868502107134154,0.970068371739681,0.8924471299093656,0.8701685582962038,0.7569850729313137,0.1535638267377731
49,0.8341121495327103,0.8961510530137982,0.9347826086956522,0.8702983138780804,0.9383697813121272,0.8883079847908745,0.918960837533928,0.9846153846153848,0.6322138867725868,0.7126151109250732,0.8352203222196195,0.7047363640760784,0.8446571107958756,0.7441120531340987,0.8033120739539759,0.9658608439476648,0.8985901309164149,0.8756301204433216,0.7636955488094803,0.1497355310521953
49,0.8492990654205608,0.9222948438634712,0.9409937888198758,0.8813229571984436,0.9542743538767396,0.8944866920152091,0.9305932531989144,0.9969230769230768,0.6829008407292384,0.8029069583358253,0.8736465216037638,0.7235036511590277,0.8719905552978876,0.7596502184998013,0.81917444438715,0.9870684939499806,0.911178247734139,0.892154993296545,0.7926916621982114,0.1392812413846421
50,0.8469626168224299,0.9048656499636892,0.937888198757764,0.8670557717250325,0.9582504970178928,0.8944866920152091,0.9135323768902676,1.0,0.6682906495062919,0.752604683335925,0.8590387730856464,0.7058558227834825,0.8798809888057733,0.7513697123104087,0.7937770331278897,0.982582042704941,0.9020140986908358,0.8813587894305774,0.7733333156652541,0.1558375845910534
51,0.8434579439252337,0.9382716049382716,0.9487577639751552,0.8910505836575876,0.9582504970178928,0.8821292775665399,0.9259402869329196,1.0,0.6764772169855096,0.8086708158773397,0.8585032892597106,0.7338411269556187,0.8879232148507541,0.7466160816410334,0.8152053566956907,0.9870160304057763,0.9113796576032226,0.8881443124870538,0.7908947802093483,0.1460337866070505
52,0.852803738317757,0.9324618736383442,0.9503105590062112,0.8891050583657587,0.9681908548707754,0.9025665399239544,0.918960837533928,0.9969230769230768,0.6921073744544695,0.8025293317765659,0.8708475534204291,0.7511354191801389,0.9146081636958128,0.7683971524411479,0.8103010262626844,0.9827230870423151,0.9140986908358508,0.8926207434792574,0.7996634538600822,0.1382000344800403
53,0.8551401869158879,0.9397240377632534,0.9565217391304348,0.8923476005188068,0.974155069582505,0.9077946768060836,0.9294300116324156,1.0,0.6830788077692369,0.8149642145055147,0.894505627810656,0.7435659045767654,0.9201892744479496,0.7771918673326585,0.8337808946821317,0.9826528515659396,0.9204431017119838,0.8990587607492848,0.8093951158297653,0.1288772002181673
54,0.8492990654205608,0.9411764705882352,0.953416149068323,0.8916990920881972,0.9602385685884692,0.9096958174904944,0.9340829778984102,1.0,0.6976654658406192,0.8263120585442468,0.8838459837206579,0.7550959456432464,0.8907587804749618,0.7679059078496184,0.8352858521465804,0.9913264257829698,0.9207452165156093,0.8991396399478209,0.8099485529634288,0.1322150809143627
55,0.8551401869158879,0.9411764705882352,0.9503105590062112,0.9040207522697796,0.9602385685884692,0.907319391634981,0.9398991857309036,1.0,0.7050541326381115,0.8368702797499505,0.8795459377834092,0.7760126829738574,0.8796600674368704,0.785526516721569,0.8458346389682161,0.9913615435211576,0.9239677744209466,0.9044960977144796,0.8211099890267146,0.125454540655969
56,0.8516355140186916,0.9462599854756718,0.953416149068323,0.8910505836575876,0.956262425447316,0.904467680608365,0.9360217138425746,1.0,0.6849708850968386,0.8313829644933902,0.8772382740516672,0.7365397286980009,0.8957692917128823,0.7734836051421021,0.8439324473332946,0.9913615435211576,0.9207452165156093,0.8984889926583606,0.8108496187030738,0.1310847172926312
57,0.8352803738317757,0.943355119825708,0.9611801242236024,0.9014267185473412,0.9761431411530817,0.9287072243346008,0.9461031407522296,1.0,0.6589380828676621,0.8280984745984733,0.8859217615366597,0.7551461245235069,0.9199940970611796,0.8060876247919375,0.851091178830538,0.9913615435211576,0.9298086606243706,0.9087696654429158,0.8230698190870704,0.1275736824462297
58,0.844626168224299,0.9513435003631082,0.9596273291925466,0.9072632944228276,0.9701789264413518,0.9263307984790876,0.9453276463745638,1.0,0.6818244861697861,0.8533913544344699,0.8860660780355085,0.7836109889402603,0.906688304161354,0.8029018267458008,0.8607480694385471,0.9913615435211576,0.9315206445115812,0.9133856766269666,0.8333672959018795,0.1259661077877409
59,0.8469626168224299,0.9469862018881626,0.9627329192546584,0.9072632944228276,0.9542743538767396,0.9163498098859316,0.9422256688639008,0.9969230769230768,0.662598482239797,0.8456417772871947,0.9052647960264384,0.7679316040654475,0.8848673418632462,0.7953884673499779,0.8484872453672639,0.9827230870423151,0.9274924471299094,0.9057899208284524,0.8231681070417072,0.1266328114222407
60,0.844626168224299,0.9513435003631082,0.9596273291925466,0.9059662775616084,0.9701789264413518,0.93393536121673,0.9387359441644048,0.9969230769230768,0.6808641018120132,0.8476677043737291,0.8987894217280615,0.7728543818165541,0.8987211090744369,0.8264917882339445,0.8485314540842678,0.9870684939499806,0.931117824773414,0.9142443676058378,0.8332287810107116,0.1261782182113577
61,0.8457943925233645,0.9557007988380536,0.9627329192546584,0.8975356679636836,0.9602385685884692,0.9206273764258556,0.95153160139589,1.0,0.6783703288292044,0.8558885533860089,0.9030678032105924,0.764471560056188,0.8928669729626728,0.8058120450815387,0.8629972956744016,0.9781830263206468,0.9308157099697886,0.912047134945128,0.8311005268074462,0.1292706116242669
61,0.8481308411214953,0.954248366013072,0.9627329192546584,0.9053177691309988,0.974155069582505,0.929657794676806,0.9526948429623884,1.0,0.6918777740930391,0.8494618094466378,0.900489098537052,0.7654337991460688,0.8983484531286345,0.8156898478685316,0.8741257283379347,0.9870160304057763,0.934944612286002,0.9135687708196228,0.8370754799618467,0.1278215356097773
62,0.8492990654205608,0.9506172839506172,0.9596273291925466,0.9079118028534372,0.9542743538767396,0.9201520912547528,0.934858472276076,1.0,0.6710438257857901,0.8500286479699577,0.8836249408023079,0.7719444622724259,0.8822982088857874,0.7915399560160626,0.8422477944477132,0.9913615435211576,0.9270896273917422,0.9040632566186828,0.8209526692439559,0.1334155271887367
63,0.8376168224299065,0.9026870007262164,0.937888198757764,0.8592736705577172,0.9602385685884692,0.9106463878326996,0.8953082590151221,0.9969230769230768,0.6446643324706958,0.7284728217493006,0.8483271995122187,0.6649802754126406,0.887579348286077,0.7765594355721963,0.7491007047501284,0.8669301303601792,0.8983887210473314,0.8679355271622393,0.7554755343430154,0.2669418322791226
64,0.8504672897196262,0.9578794480755264,0.9549689440993788,0.909857328145266,0.9761431411530817,0.94106463878327,0.948041876696394,1.0,0.6867207546666616,0.8619857870018324,0.8900772636513586,0.7823948502885523,0.9225425714979466,0.836545835118562,0.8655933830588582,0.9827230870423151,0.9371601208459216,0.9168940923386464,0.8443167690721798,0.1279686529559359
65,0.8492990654205608,0.9469862018881626,0.9580745341614908,0.9014267185473412,0.9701789264413518,0.9386882129277566,0.9503683598293912,1.0,0.6836998524423878,0.8406852723581072,0.8845041028316654,0.7634522028352152,0.9041686833189536,0.8342304306704426,0.8644728050953977,0.9913264257829698,0.9342396777442096,0.9157843239217806,0.8371592978962284,0.1379765228399688
66,0.8504672897196262,0.9557007988380536,0.9627329192546584,0.917639429312581,0.952286282306163,0.9372623574144486,0.9492051182628926,1.0,0.6904314414981092,0.8602918447051259,0.8902164111812444,0.7953301831447132,0.8902896910596622,0.829314418221994,0.8666879400410831,0.9869631394348488,0.936858006042296,0.9169746093797668,0.843581878049397,0.1407001231003619
66,0.8633177570093458,0.9665940450254176,0.9611801242236024,0.9118028534370948,0.9582504970178928,0.9348859315589354,0.9519193485847228,1.0,0.7126132362235531,0.8825232556916398,0.8967135134199284,0.7738269598776981,0.8933254627482397,0.833863449958991,0.8637518440693219,0.9870160304057763,0.9389728096676736,0.9173906967585888,0.8452343119685404,0.1281184856409624
67,0.8574766355140186,0.953522149600581,0.9565217391304348,0.8975356679636836,0.9602385685884692,0.9429657794676806,0.93136874757658,1.0,0.695470192532499,0.8601120283018868,0.8862818694433874,0.7577294205160979,0.890491221772959,0.8365244210325204,0.8410652959309108,0.982582042704941,0.9306143001007048,0.9116146560067468,0.8322349491977771,0.1434914934303584
68,0.860981308411215,0.9549745824255628,0.9642857142857144,0.9182879377431906,0.9681908548707754,0.9329847908745248,0.948041876696394,1.0,0.6934137697681052,0.8552913675231197,0.898980994114139,0.7815310375082255,0.9171499498230604,0.8170274012534616,0.8601430726676184,0.9913264257829698,0.9374622356495468,0.9175125548560232,0.8387940654382485,0.1379083805440771
69,0.8574766355140186,0.9600580973129992,0.9642857142857144,0.9247730220492868,0.978131212723658,0.945342205323194,0.9488173710740596,1.0,0.6995593915298968,0.8702659302092945,0.9055628094579397,0.8139335476956056,0.9252364066193852,0.8469862133841348,0.8682075719819727,0.9913615435211576,0.942195367573011,0.9229408536317972,0.8550104374115564,0.1222883167630297
70,0.8551401869158879,0.9571532316630356,0.9642857142857144,0.917639429312581,0.9642147117296224,0.93393536121673,0.9402869329197364,1.0,0.6937869541607015,0.856290484541623,0.8963861280812133,0.7945068598165428,0.9038753799392096,0.8294289804300337,0.8522814230800103,0.9870160304057763,0.9351460221550856,0.9142496739992784,0.8398902369951697,0.1437424019539045
71,0.8434579439252337,0.944081336238199,0.9596273291925466,0.9202334630350194,0.9721669980119284,0.9391634980988594,0.9523070957735555,1.0,0.6785057674254324,0.8142563890142638,0.8844313469993571,0.7894691610671565,0.9225425714979466,0.8364655033542387,0.8659412026243789,0.9827230870423151,0.9370594159113796,0.9146168228890414,0.8384971558196421,0.1332750411637703
72,0.844626168224299,0.9724037763253448,0.9736024844720496,0.937094682230869,0.9681908548707754,0.9420152091254752,0.9651027530050408,1.0,0.669892904401153,0.8887178174977797,0.9072822465492624,0.8222325121286426,0.911858788256284,0.8502715057285525,0.8880256587349392,0.9826528515659396,0.9483383685800604,0.9279991062584816,0.8621824708934642,0.1170009695018703
